nomor_pendaftaran,no_prestasi,jenis_prestasi,jenjang_prestasi,individu_berkelompok,lembaga_pemberi_prestasi,tahun,nilai_prestasi,deskripsi,file_sertifikat
426675118,3,Olimpiade Ekonomi,Nasional,Individu,Liga Olimpiade Indonesia,2024,45,Peraih Mendali Emas Bidang Ekonomi SMA Kompetisi Pelajar Germilang Indonesia yang diselenggarakan oleh Liga Olimpiade pada 12 Mei 2024.,426675118_3
426675829,1,Olimpiade (Lainnya),Nasional,Individu,Education Expo Id,2024,45,Peraih Predikat A (Sangat baik) Bidang Sosiologi Education Expo &amp; Science Olympiad tahun 2024 yang dilaksanakan secara serentak pada 1 September 2024,426675829_1
426675829,2,Olimpiade (Lainnya),Nasional,Individu,Lembaga Kompetisi Indonesia,2024,45,Peraih Mendali Emas Bidang Sosiologi SMA Dirgantara Science Social Olympiad yang diselenggarakan pada 08 September 2024,426675829_2
426675829,3,Olimpiade Geografi,Nasional,Individu,Pusat Olimpiade Sains Indonesia (POSI),2025,45,"Peraih Mendali Emas Bidang Geografi POSI &#34;Merdeka Science Competition 2025 Tingkat Mahasiswa, Guru dan Siswa Jenjang SD/MI/, SMP/MTs, dan SMA/MA/SMK yang dilaksanakan secara daring pada 31 Agustus 2025",426675829_3
426677530,1,Olimpiade Matematika,Kabupaten/Kota,Individu,Kementerian Agama,2025,35,Juara 1 Matematika Olimpiade Sain Madrasah (OSMA),426677530_1
426677530,2,Olimpiade Matematika,Kabupaten/Kota,Individu,Kementerian Agama,2025,35,Peserta Olimpiade Madrasah Indonesia (OMI),426677530_2
426678376,1,Olimpiade (Lainnya),Nasional,Individu,Lembaga Kompetisi Indonesia,2024,45,Peraih Mendali Emas Bidang Sosiologi SMA Dirgantara Science Social Olympiad yang diselenggarakan pada 08 September 2024,426678376_1
426678376,2,Olimpiade (Lainnya),Nasional,Individu,Education Expo Id,2024,45,Peraih Predikat A (Sangat baik) Bidang Sosiologi Education Expo &amp; Science Olympiad tahun 2024 yang dilaksanakan secara serentak pada 1 September 2024,426678376_2
426678376,3,Olimpiade Ekonomi,Nasional,Individu,Liga Olimpiade Indonesia,2024,45,Peraih Mendali Emas Ekonomi SMA Kompetisi Pelajar Germilang Indonesia yang diselenggarakan oleh Liga Olimpiade pada 12 Mei 2024.,426678376_3
426682619,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Camat,2025,30,Anggota paskibraka,426682619_1
426686203,1,Olimpiade Matematika,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Perak Bidang Matematika dalam ajang Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Pendidikan Generasi Berprestasi,426686203_1
426686203,2,Olimpiade Ekonomi,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Emas Bidang Ekonomi dalam ajang Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Pendidikan Generasi Berprestasi,426686203_2
426686203,3,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Kementerian Agama Provinsi Aceh,2025,35,Medali Emas Bidang Ekonomi dalam ajang Olimpiade Sains Madrasah Aceh Tingkat Kota Subulussalam Tahun 2025 yang diselenggarakan oleh Kementerian Agama Provinsi Aceh,426686203_3
426686886,1,Olimpiade Ilmu Kebumian,Propinsi,Individu,Dinas Pendidikan Aceh,2025,40,Sebagai Peserta Lomba Olimpiade Sains Nasional,426686886_1
426686886,2,Drama/Sastra,Nasional,Individu,CV EMn Media,2025,40,Sebagai Peserta Lomba Inovasi Rima Dan Imajinasi Karya,426686886_2
426686886,3,Drama/Sastra,Nasional,Individu,CV EMN Media,2025,40,Sebagai Peserta Lomba Cipta Puisi,426686886_3
426687643,1,Seni Suara/Musik,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Nagan Raya,2025,30,Juara 1 Menyanyi solo putri Festival Lomba Seni dan Sastra Siswa Nasional (FLS3N),426687643_1
426687928,1,Olimpiade Kimia,Nasional,Individu,University ID Education.,2026,45,Medali Emas Bidang Kimia dalam ajang Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education.,426687928_1
426687928,2,Olimpiade Biologi,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Perak Bidang Biologi dalam ajang Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Pendidikan Generasi Berprestasi,426687928_2
426687928,3,Olimpiade Geografi,Propinsi,Individu,Kementerian Agama Provinsi Aceh,2025,40,Medali Emas Bidang Geografi dalam ajang Olimpiade Sains Madrasah Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Kementerian Agama Provinsi Aceh,426687928_3
426688774,1,Olimpiade Biologi,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Emas Bidang Biologi dalam ajang Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Pendidikan Generasi Berprestasi,426688774_1
426688774,2,Olimpiade Matematika,Propinsi,Individu,Kementerian Agama Provinsi Aceh,2025,40,Medali Emas Bidang Matematika dalam ajang Olimpiade Sains Madrasah Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Kementerian Agama Provinsi Aceh,426688774_2
426688774,3,Drama/Sastra,Kabupaten/Kota,Berkelompok,STIT Hamzah Fansyuri,2023,20,Juara 1 Lomba Debat Bahasa Indonesia STIT Hamzah Fansyuri Kota Subulussalam Tahun 2023,426688774_3
426688884,1,Olimpiade Matematika,Kabupaten/Kota,Individu,Komunitas Guru Penggerak Kabupaten Aceh Tenggara,2024,35,Juara I Kompetensi Sains Nasional Bidang Matematika Tingkat Kabupaten Aceh Tenggara,426688884_1
426689208,1,Olimpiade Matematika,Nasional,Individu,University ID Education.,2026,45,Medali Emas Bidang Matematika dalam ajang Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education.,426689208_1
426689208,2,Olimpiade Ekonomi,Nasional,Individu,University ID Education.,2026,45,Juara 2 Lomba Bidang Ekonomi dalam ajang Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education.,426689208_2
426689208,3,Olimpiade Biologi,Nasional,Individu,University ID Education.,2026,45,Juara 1 Bidang Biologi dalam ajang Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education.,426689208_3
426690097,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Para panitia di prodi akuntansi,2023,35,Juara 2 dari 10 peserta yang mengikuti lomba public speaking,426690097_1
426690099,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Dinas Pendidikan Aceh,2024,30,"Juara 2,Lomba FLS2N, cabang kriya, tingkat kabupaten tahun 2024",426690099_1
426690099,2,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Dinas Pendidikan Aceh,2025,30,"Juara 1,Lomba FLS3N cabang kriya, tingkat kabupaten tahun 2025",426690099_2
426690099,3,Seni Rupa/Lukis,Propinsi,Individu,Dinas Pendidikan Aceh,2025,35,"Finalis, Lomba FLS3N, cabang kriya, tingkat provinsi, tahun 2025",426690099_3
426690103,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,DINAS PENDIDIKAN KABUPATEN NAGAN RAYA,2025,35,Juara 1 Pembicara terbaik tingkat kabupaten lomba debat bahasa indonesia,426690103_1
426690103,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,DINAS PENDIDIKAN KABUPATEN NAGAN RAYA,2025,25,Juara 1 kelompok tingkat kabupaten nagan raya lomba debat bahasa indonesia,426690103_2
426690103,3,Olimpiade (Lainnya),Propinsi,Berkelompok,DINAS PENDIDIKAN ACEH,2025,30,FINALIS TOP 7 TINGKAT PROVINSI LOMBA DEBAT BAHASA INDONESIA,426690103_3
426690210,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,SMA Negeri 2 Kuala Kabupaten Nagan Raya,2025,30,Juara 1 Classmeet SMAN 2 Kuala Kabupaten Nagan Raya,426690210_1
426690236,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,SMAN2 KUALA,2025,30,"juara 2 Classmeeting SMAN 2 Kuala Kab. Nagan Raya Tahun 2025, Berhasil meraih juara pada lomba Poster Digital dengan karya yang kreatif, komunikatif, dan inovatif, serta mampu menyampaikan pesan secara efektif melalui komposisi warna, tipografi, dan tata letak yang harmonis sesuai tema lomba.",426690236_1
426690477,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,SMAN 2 kuala kabupaten nagan raya,2025,25,juara 2 classmeet SMAN 2 kuala kabupaten nagan raya 2025,426690477_1
426690579,1,Seni Suara/Musik,Nasional,Individu,SMAN 2 KUALA,2025,40,Juara 2 Vocal solo dari 10 peserta,426690579_1
426690727,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,SMA negeri 2 kuala kabupaten Nagan Raya,2025,30,juara 1 clasmeet SMAN 2 kuala kabupaten Nagan Raya tahun 2025,426690727_1
426690846,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,SMA NEGERI 2 KUALA,2025,30,"JUARA2 classmeting sman 2 kuala kab. Nagan raya tahun 2025, Meraih juara dalam lomba Poster Digital karena mampu menampilkan ide kreatif, pesan komunikatif, serta desain visual yang menarik dan inovatif sesuai dengan tema yang ditentukan.",426690846_1
426690862,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,KESBANGPOL KAB. NAGAN RAYA,2024,20,PASKIBRAKA KAB. NAGAN RAYA,426690862_1
426690862,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,KORAMIL KEC. KUALA KAB NAGAN RAYA,2024,20,LOMBA PBB TINGKAT SMA,426690862_2
426690862,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 2 KUALA Kab Nagan Raya,2024,30,Kepala Bidang KEBANGGSAAN,426690862_3
426691130,1,Olimpiade (Lainnya),Propinsi,Individu,Jenius competition,2026,40,Finalis olimpiade sains nusantara jenius tingkat provinsi pada tahun 2026,426691130_1
426691130,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Sekolah,2024,30,PENGURUS PADA ORGANISASI SISWA INTRA SEKOLAH,426691130_2
426691130,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,NURUL IKHWAH,2023,35,Thafiz qur&#39;an 4 juz tahun 2023,426691130_3
426691636,1,Olahraga,Kabupaten/Kota,Individu,DPK IKPTK,2023,30,Juara 3 kejuaraan pencak silat ikptk,426691636_1
426697595,1,Olimpiade (Lainnya),Nasional,Individu,Sman 1 Meulaboh,2025,45,Tingkat kemahiran Madya dari 205 siswa,426697595_1
426700341,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA N 1 MEULABOH,2026,35,tingkat kemahiran sangat unggul ke 2 dari 205 siswa,426700341_1
426701607,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,pondok pesantren mardhatillah,2025,35,terbaik IV,426701607_1
426703230,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Dinas Pendidikan,2025,30,"juara 3 lomba renang,tingkat kabupaten",426703230_1
426708771,1,Olimpiade Biologi,Nasional,Individu,Yayasan Prestasi Maju Indonesia(PRESMANESIA),2026,45,Peraih Medali Emas Bidang Biologi - Pekan Sains &amp; Olimpiade Nasional (PESONA) 2026 - Tingkat Nasional - 2026 - Diselenggarakan Oleh Yayasan Prestasi Maju Indonesia (PRESMANESIA),426708771_1
426712633,1,Olimpiade Matematika,Kabupaten/Kota,Individu,SMA N 1 BUBON,2025,35,juara 3 olimpiade sains sekolah bidang matematika 2025,426712633_1
426713108,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Camat Simeulue Tengah,2024,20,Paskibra,426713108_1
426713108,2,Olimpiade Matematika,Kabupaten/Kota,Individu,Ketua MKKS,2021,35,Juara lll OSN,426713108_2
426713108,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kepala Sekolah,2023,35,Juara 1 (Lomba Kelas),426713108_3
426716355,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Man 1 bireuen,2026,30,Sebagai anggota bidang keagamaan OSIM MAN 1 Bireuen periode 2025/2026,426716355_1
426716430,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,sekolah sma negri 1 labuhanhaji barat,2025,35,juara 2,426716430_1
426716430,2,Seni Rupa/Lukis,Kabupaten/Kota,Individu,cabang dinas aceh selatan,2025,30,finalis lomba seni kriya,426716430_2
426716430,3,Seni Rupa/Lukis,Kabupaten/Kota,Individu,cabang dinas aceh selatan,2024,30,finalis lomba seni kriya,426716430_3
426718114,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Wilayah Kab.Aceh Selatan,2023,25,Seleksi Duta Pelajar KAMTIBNAS Tingkat SMA/SMK Se-Kabupaten Aceh Selatan,426718114_1
426718803,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Dayah Terpadu Al-Muslimun,2026,35,Hafalan Al-Qur&#39;an 20 Juz,426718803_1
426718803,2,Olimpiade (Lainnya),Nasional,Individu,Lembaga Kompotensi Nasional,2024,45,Peraih Medali Perak Tingkat Nasional Mata Pelajaran Bahasa Inggris ( OLIMPIADE SAINS INDONESIA ),426718803_2
426718803,3,Olimpiade (Lainnya),Nasional,Individu,Smart Student,2026,45,Peraih Medali Perunggu Tingkat Nasional Mata Pelajaran Bahasa Inggris SMA ( KOMPETISI PRESTASI EMAS NUSANTARA),426718803_3
426721558,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA N 1 Labuhan haji barat,2025,35,piagam penghargaan sertifikat prestasi juara 1 dikelas,426721558_1
426721558,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMA N 1 Labuhan haji barat,2025,20,piagam penghargaan anggota Pramuka,426721558_2
426721558,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 1 Labuhan haji barat,2025,20,piagam penghargaan anggota OSIS,426721558_3
426728408,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,OSIS,2025,20,penghargaan anggota osis,426728408_1
426731301,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Dinas pendidikan Aceh singkil,2025,30,Juara 1 lomba komik digital tingkat kabupaten Aceh singkil,426731301_1
426734862,1,Olimpiade (Lainnya),Internasional,Individu,HP Foundation (HP LIFE Global),2026,50,"Sertifikasi internasional dari HP Foundation dalam penguasaan AI untuk profesional bisnis. Saya telah menguasai penggunaan perangkat AI secara etis dan penyusunan prompt yang efektif untuk optimasi operasional bisnis, yang menjadi modal utama saya untuk unggul di program studi Bisnis Digital.",426734862_1
426734862,2,Olimpiade Ekonomi,Nasional,Individu,PT. Jenius Sains Indonesia,2026,45,Menjadi peserta dalam perlombaan akademik tingkat nasional bidang Ekonomi. Kegiatan ini saya ikuti secara daring untuk terus mengasah literasi keuangan dan kemampuan pemecahan masalah ekonomi secara mandiri.,426734862_2
426734862,3,Olimpiade Ekonomi,Nasional,Individu,PT. Lentera Pendidikan Indonesia,2025,45,Berpartisipasi aktif dalam kompetisi akademik tingkat nasional untuk menguji literasi ekonomi dan wawasan manajerial secara kompetitif. Pengalaman ini merupakan bagian dari upaya berkelanjutan saya dalam memperdalam pemahaman mengenai mekanisme pasar dan pengambilan keputusan bisnis yang strategis.,426734862_3
426736983,2,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan (Cabdin) Wilayah Kabupaten Nagan Raya,2025,30,Juara 2 lomba Bidang Lomba Menulis Cerita Pendek Tingkat Kabupaten diselenggarakan oleh Cabang Dinas Pendidikan (Cabdin) Wilayah Kabupaten Nagan Raya,426736983_2
426737381,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,aceh barat,2022,30,mengikuti kegiatan pramuka,426737381_1
426742107,1,Olimpiade (Lainnya),Nasional,Individu,Pusat Olimpiade Sains Indonesia (POSI),2023,45,Mendali Perunggu,426742107_1
426742107,2,Olimpiade (Lainnya),Propinsi,Individu,Dinas Perhubungan Aceh,2024,40,Peserta Pelajar Pelopor Keselamatan Lalu lintas dan Angkutan Jalan Tingkat Provinsi Aceh,426742107_2
426742107,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah kabupaten Aceh jaya,2023,35,Peserta Duta Sadar Hukum SMA/SMK Tingkat Kabupaten Aceh Jaya,426742107_3
426749970,1,Olimpiade Kimia,Kabupaten/Kota,Individu,SMA Negeri 1 Gunung Meriah - Cabang Dinas Pendidikan Aceh Wilayah Kabupaten Aceh Singkil,2025,35,Sebagai peserta Olimpiade Sains Nasional (OSN) Tingkat Kabupaten Aceh Singkil Bidang Kimia,426749970_1
426750680,1,Olimpiade Biologi,Internasional,Individu,International Science Olympiad,2025,50,This certificate is proudly presentes to MAGHFIRAH ZAHRA as a Finalist of 24.687 Participants in International Science Olimpiad - 9th,426750680_1
426750680,2,Olimpiade (Lainnya),Propinsi,Individu,Komunitas Duta Pelajar Anti Narkoba Indonesia,2025,40,Sebagai Duta Pelajar Anti Narkoba Provinsi Aceh 2025 (mewakili Kabupaten Aceh Singkil),426750680_2
426750680,3,Olimpiade Kimia,Kabupaten/Kota,Individu,SMA Negeri 1 Gunung Meriah - Cabang Dinas Pendidikan Aceh Wilayah Kabupaten Aceh Singkil,2025,35,Sebagai peserta Olimpiade Sains Nasional Tingkat Kabupaten Aceh Singkil Bidang Mata Pelajaran Kimia,426750680_3
426751672,1,Drama/Sastra,Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Tenggara,2025,20,Juara 3 lomba debat Bahasa Inggris tingkat SMK yang diselenggarakan oleh cabang dinas pendidikan wilayah kabupaten Aceh Tenggara pada tanggal 25-26 juli tahun 2025.,426751672_1
426751672,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,FORUM MGMP BA,2025,35,Juara harapan 2 Olimpiade Bahasa Arab (OBA) se-indonesia.,426751672_2
426751672,3,Penelitian,Kabupaten/Kota,Individu,PT. Kudeungoe Sugata Indonesia,2025,30,Kegiatan Praktik Kerja Lapangan (PKL) dalam daerah siswa &amp; siswi SMK-PP Negeri Kutacane,426751672_3
426753766,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,SMA NEGERI 1 KAWAY XVI,2023,25,juara 1 (dari 32 siswa) juara kelas,426753766_1
426753766,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,SMA NEGERI 1 KAWAY XVI,2023,25,juara 1 (dari 32 siswa) juara kelas,426753766_2
426757037,1,Olahraga,Kabupaten/Kota,Individu,Dinas Pendidikan,2024,30,juara 1 (dari 7 peserta tingkat kab.aceh singkil),426757037_1
426757037,2,Olahraga,Kabupaten/Kota,Individu,Dinas pendidikan,2025,30,juara 3(dari 3 peserta tingkat kab.aceh singkil),426757037_2
426757037,3,Drama/Sastra,Kabupaten/Kota,Individu,Dinas pendidikan,2025,30,juara 3 (dari 11 peserta ditingkat kab.aceh singkil),426757037_3
426758630,1,Olimpiade Matematika,Kabupaten/Kota,Individu,Piagam penghargaan,2025,35,Mewakili,426758630_1
426761183,1,Penelitian,Propinsi,Berkelompok,"BPBAP UJUNG BATEE, BANDA ACEH",2025,25,PRAKERIN TEKNIK KULTUR NANNOCHLOROPIS SP. BPBAP UJUNG BATEE DENGAN PREDIKAT SANGAT BAIK (A),426761183_1
426762329,1,Olimpiade Biologi,Kabupaten/Kota,Individu,Direktorat Kurikulum Sarana Kelembagaan dan Kesiswaan Direktorat Jenderal Pendidikan Islam Kementerian Agama Republik Indonesia,2025,35,Juara 2 Olimpiade Madrasah Indonesia (OMI) Bidang Sains,426762329_1
426762329,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kantor Kementerian Agama Kota Subulussalam,2026,35,Juara 3 Lomba Siswa Berprestasi dalam rangka Hari Amal Bakti ke 80 Tahun 2026,426762329_2
426766967,1,Seni Tari,Kabupaten/Kota,Berkelompok,Universitas Teuku Umar,2025,20,Juara 2 dalam Kompetisi Tari Kreasi tingkat SMA,426766967_1
426772978,1,Olimpiade (Lainnya),Propinsi,Individu,Bimbel Bintang Pelajar,2024,40,Sebagai Juara 1 peserta penuyisihan TK sekolah kelas 10 &#34;Kompetensi Nasional Penalaran Skolastik UTBK -SNBT 2024,426772978_1
426772978,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 2 Simeulue Barat,2025,35,Program Hafalan wajib Juz 30 tingkat sekolah,426772978_2
426772978,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 2 Simeulue Barat,2025,35,Juara II. Debat Bahasa Indonesia tingkat sekolah,426772978_3
426773453,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 2 Simeulue Barat,2025,35,Juara 2 Lombah cerama agama tingkat sekolah pada kegiatan memperingati isra miraj,426773453_1
426773453,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 2 Simeulue Barat,2025,35,Juara 1 Lomba Desain poster pada kegiatan ekstrakurikuler,426773453_2
426773453,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 2 Simeulue Barat,2025,35,Juara 1 lomba cerdas cermat pada kegiatan ekstrakurikuler,426773453_3
426778085,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri Unggul Tapaktuan,2025,35,juara 1rangking 1 agama SOB 2025 tingkat kabupaten Aceh Selatan,426778085_1
426778085,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,SMA Negeri 1 Samadua,2025,25,juara 1 cerdas cermat FIBETA 2025 tingkat kabupaten Aceh Selatan,426778085_2
426779299,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Barat,2024,25,Juara 3 Duta Pelajar Sadar Hukum,426779299_1
426779299,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Badan Kesbangpol,2024,20,Anggota Paskibraka Kabupaten Aceh Barat,426779299_2
426779299,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Dinas Pendidikan Aceh,2024,25,berpartisipasi dalam lomba debat Bahasa Inggris tingkat Provinsi Aceh mewakili Aceh Barat,426779299_3
426782357,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kegiatan tusa fair 2023,2023,35,Juara dalam kegiatan tusa fair 2023,426782357_1
426782357,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Madin babuttaqwa,2018,35,Juara 3,426782357_3
426790281,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Universitas Teuku Umar,2024,35,"Juara 2 Tingkat Provinsi Olympiad For Competency in English, Agro, and Marine Industry (OCEAN)",426790281_1
426790281,2,Olimpiade Ekonomi,Kabupaten/Kota,Berkelompok,IKAMSA,2025,25,Juara 3 Lomba IKAMSA Bussiness Proposal,426790281_2
426790281,3,Olimpiade (Lainnya),Internasional,Individu,Universiti Malaysia Trengganu (UMT),2025,50,"Delegasi Sekolah dari Seleksi Internal English, Public Speaking and Math Olympiad tingkat ASEAN in Universiti Malaysia Trengganu",426790281_3
426791124,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Kepala Desa Silengas,2025,25,Juara 1 lomba sholat jenaza,426791124_1
426791124,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Camat Simeulue Tengah,2024,20,Anggota Paskibra,426791124_2
426791124,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Kepala Perwakilan BKKBN aceh,2023,25,Anggota bkkb,426791124_3
426799205,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Camat Simeulue Tengah,2025,20,Anggota paskibra,426799205_1
426799205,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Camat Simeulue Tengah,2024,20,Anggota paskibra,426799205_2
426799205,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kepala Desa Dihit,2024,35,Juara ll Tartil Qur&#39;an,426799205_3
426799206,1,Seni Tari,Propinsi,Berkelompok,Pekan Kebudayaan Aceh,2023,25,"Berpartisipasi sebagai Penari Kreasi Tradisional pada Pekan Kebudayaan Aceh ke-8 tingkat provinsi di Banda Aceh (4–12 November 2023), menampilkan pertunjukan seni budaya daerah serta berkontribusi dalam pelestarian budaya lokal.",426799206_1
426799206,2,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Dekranasda Aceh Singkil,2023,30,Juara 9 dari 10 peserta,426799206_2
426799206,3,Olahraga,Propinsi,Individu,Koni Aceh,2021,35,Berpartisipasi sebagai Peserta cabang Degen pada Pekan Olahraga Aceh (Pra PORA) tingkat provinsi di Banda Aceh ( 22 s.d 28 November 2021 ),426799206_3
426802560,1,Olimpiade (Lainnya),Nasional,Individu,Bebras Indonesia,2024,45,Peserta lomba Bebras challenge 2024,426802560_1
426814109,1,Olimpiade (Lainnya),Propinsi,Individu,UNIVERSITY ID,2025,40,JUARA 3 OLIMPIADE PSIKOLOGI TINGKAT PROVINSI,426814109_1
426814109,2,Olimpiade Biologi,Propinsi,Individu,UNIVERSITY ID,2025,40,PERINGKAT 6 OLIMPIADE BIOLOGI TINGKAT PROVINSI,426814109_2
426814109,3,Olimpiade Biologi,Nasional,Individu,UNIVERSITY ID,2025,45,FINALIS KOMPETISI OLIMPIADE BIOLOGI NASIONAL,426814109_3
426822375,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,cabang gerakan pramuka,2024,20,peserta pramuka,426822375_1
426822375,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Camat Simeulue Tengah,2022,35,juara lv lomba tilawatil Qur&#39;an,426822375_2
426822375,3,Olimpiade Komputer,Kabupaten/Kota,Individu,Direktur Media com,2022,35,Juara lll lomba cursus computer,426822375_3
426833562,1,Olahraga,Kabupaten/Kota,Individu,GUBERNUR ACEH,2024,30,Sebagai peserta POPDA Aceh XVII di Aceh Timur pada tahun 2024,426833562_1
426834127,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Dinas Pendidikan Kabupaten Aceh Barat,2023,25,Mengikuti lomba Duta Pelajar Kamtibmas antar Sekolah se-Kabupaten Aceh Barat,426834127_3
426838102,1,Olimpiade (Lainnya),Propinsi,Berkelompok,"Kementerian Pendidikan, Kebudayaan, Riset, Dan Teknologi",2024,30,Juara 1 Kihajar STEM tingkat Provinsi Aceh,426838102_1
426838102,2,Olahraga,Propinsi,Individu,Polda Aceh,2025,35,Juara 2 Kejurda Merpati Putih Piala Kapolda Aceh 2025,426838102_2
426838471,1,Olimpiade Kimia,Kabupaten/Kota,Individu,Kementerian Agama Republik Indonesia,2025,35,Peserta dalam kompetisi Olimpiade Madrasah Indonesia tahun 2025 yang diselenggarakan oleh Kementerian Agama Republik Indonesia,426838471_1
426840562,1,Pramuka/Organisasi Ekstrakurikuler,Nasional,Berkelompok,Kwarnas gerakan Pramuka (jakarta),2022,30,Partisipasi,426840562_1
426840562,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,MTQ Desa lasikin,2025,35,Juara 2,426840562_2
